AIRCRAFT,PHASE_OF_FLIGHT,SPECIES,TIME_OF_DAY,HEIGHT,DAMAGE_SEVERITY
UNKNOWN,Landing Roll,"Sandpipers, curlews, phalaropes, allies",UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Landing Roll,White-tailed deer,UNKNOWN,0,2
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,500,0
UNKNOWN,Landing Roll,Eared grebe,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,6600,0
UNKNOWN,Take-off run,European starling,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Short-eared owl,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Blackbirds,UNKNOWN,0,0
UNKNOWN,nan,Ring-billed gull,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Mallard,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,2500,0
UNKNOWN,Take-off run,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,nan,Meadowlarks,UNKNOWN,-1,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,100,0
UNKNOWN,Approach,Great blue heron,UNKNOWN,1000,1
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Band-tailed pigeon,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Sparrows,UNKNOWN,0,0
UNKNOWN,Approach,Short-eared owl,UNKNOWN,20,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,Landing Roll,Barn owl,UNKNOWN,0,0
UNKNOWN,Take-off run,Horned lark,UNKNOWN,0,0
UNKNOWN,nan,Swainson's thrush,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,Landing Roll,Striped skunk,UNKNOWN,0,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,1200,1
UNKNOWN,nan,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Ducks,UNKNOWN,1900,0
UNKNOWN,Approach,"Sandpipers, curlews, phalaropes, allies",UNKNOWN,100,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Osprey,UNKNOWN,0,1
UNKNOWN,Climb,Unknown bird,UNKNOWN,100,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Baird's sandpiper,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Sparrows,UNKNOWN,0,0
UNKNOWN,Approach,Sparrows,UNKNOWN,100,0
UNKNOWN,Approach,Horned lark,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Black-tailed jackrabbit,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Tree swallow,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,nan,Plovers,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,1200,0
UNKNOWN,Climb,Hawks,UNKNOWN,-1,1
UNKNOWN,Approach,Hermit thrush,UNKNOWN,300,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,200,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Tree swallow,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Landing Roll,American pipit,UNKNOWN,0,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,1100,0
UNKNOWN,Approach,White-throated sparrow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,Approach,Turkey vulture,UNKNOWN,400,0
UNKNOWN,nan,Perching birds (y),UNKNOWN,-1,0
UNKNOWN,Approach,Bank swallow,UNKNOWN,10,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Brazilian free-tailed bat,UNKNOWN,-1,0
UNKNOWN,nan,Snow bunting,UNKNOWN,-1,0
UNKNOWN,Approach,Vesper bats,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2100,0
UNKNOWN,Approach,Tree swallow,UNKNOWN,7000,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,1300,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Take-off run,Mourning dove,UNKNOWN,0,0
UNKNOWN,nan,Virginia opossum,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,500,0
UNKNOWN,Approach,Chimney swift,UNKNOWN,50,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,35,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Local,Egrets,UNKNOWN,-1,0
UNKNOWN,nan,Northern mockingbird,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Climb,Tropicbirds,UNKNOWN,1600,1
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,-1,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Approach,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Tree swallow,UNKNOWN,80,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,8000,0
UNKNOWN,nan,Common grackle,UNKNOWN,-1,0
UNKNOWN,En Route,Free-tailed bats,UNKNOWN,1000,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,5900,0
UNKNOWN,Take-off run,Rock pigeon,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Approach,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Descent,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,nan,Franklin's gull,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,6700,0
UNKNOWN,Landing Roll,North American porcupine,UNKNOWN,0,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,7000,0
UNKNOWN,Approach,European starling,UNKNOWN,-1,0
UNKNOWN,nan,Brown thrasher,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Barred owl,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Swallows,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,1500,0
UNKNOWN,Climb,Osprey,UNKNOWN,100,2
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,nan,Red-winged blackbird,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,TAKE-OFF RUN,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Savannah sparrow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Red-shouldered hawk,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Ducks,UNKNOWN,2500,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,Approach,Prairie falcon,UNKNOWN,10,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,1000,0
UNKNOWN,Landing Roll,Tree swallow,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Red-shouldered hawk,UNKNOWN,-1,0
UNKNOWN,nan,Brazilian free-tailed bat,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Killdeer,UNKNOWN,0,0
UNKNOWN,Approach,Egrets,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,2,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Least sandpiper,UNKNOWN,-1,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Approach,Common loon,UNKNOWN,2900,2
UNKNOWN,nan,Black-tailed jackrabbit,UNKNOWN,-1,0
UNKNOWN,Approach,Tundra swan,UNKNOWN,300,2
UNKNOWN,Approach,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,Approach,Cliff swallow,UNKNOWN,20,0
UNKNOWN,nan,Brazilian free-tailed bat,UNKNOWN,-1,0
UNKNOWN,Climb,Broad-winged hawk,UNKNOWN,5500,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,1050,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,500,0
UNKNOWN,nan,Red-eyed vireo,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Common grackle,UNKNOWN,350,0
UNKNOWN,nan,Doves,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,1000,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,600,2
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,2
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Take-off run,Osprey,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Rails,UNKNOWN,1200,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,400,0
UNKNOWN,Landing Roll,Rock pigeon,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,500,0
UNKNOWN,Take-off run,Meadowlarks,UNKNOWN,0,0
UNKNOWN,Landing Roll,European starling,UNKNOWN,0,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Common yellowthroat,UNKNOWN,3000,0
UNKNOWN,Approach,Mourning dove,UNKNOWN,50,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,APPROACH,Unknown bird,UNKNOWN,300,0
UNKNOWN,nan,Purple martin,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Climb,Bank swallow,UNKNOWN,200,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,6000,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,4500,0
UNKNOWN,Approach,Rock pigeon,UNKNOWN,300,0
UNKNOWN,Climb,Barn swallow,UNKNOWN,100,0
UNKNOWN,Climb,Spotted dove,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,2
UNKNOWN,nan,Bank swallow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Horned lark,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2200,0
UNKNOWN,nan,American crow,UNKNOWN,-1,0
UNKNOWN,nan,Swainson's hawk,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,1400,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,nan,Peregrine falcon,UNKNOWN,-1,0
UNKNOWN,nan,Baird's sandpiper,UNKNOWN,-1,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,Approach,Rock pigeon,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3700,0
UNKNOWN,Approach,American coot,UNKNOWN,800,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Silver-haired bat,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,4000,0
UNKNOWN,nan,Pacific golden-plover,UNKNOWN,-1,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,Approach,Brazilian free-tailed bat,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Savannah sparrow,UNKNOWN,-1,0
UNKNOWN,Approach,Ruby-crowned kinglet,UNKNOWN,5000,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,Descent,Hawks,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,25,0
UNKNOWN,Take-off run,Canada goose,UNKNOWN,0,2
UNKNOWN,Descent,Unknown bird - small,UNKNOWN,5500,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Take-off run,Cliff swallow,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,Microbats,UNKNOWN,-1,0
UNKNOWN,Approach,Cliff swallow,UNKNOWN,114,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,300,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,Climb,Ring-billed gull,UNKNOWN,300,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Take-off run,Yellow warbler,UNKNOWN,0,0
UNKNOWN,nan,Microbats,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Turkey vulture,UNKNOWN,400,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,nan,Western kingbird,UNKNOWN,-1,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,Approach,Perching birds (y),UNKNOWN,1500,0
UNKNOWN,Approach,Geese,UNKNOWN,1300,1
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Western kingbird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,6000,0
UNKNOWN,nan,Northern flicker,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Brown-headed cowbird,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Pacific golden-plover,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Take-off run,Herring gull,UNKNOWN,0,0
UNKNOWN,Landing Roll,Cliff swallow,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,European starling,UNKNOWN,50,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Swainson's hawk,UNKNOWN,-1,0
UNKNOWN,Approach,Great blue heron,UNKNOWN,50,2
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Red-winged blackbird,UNKNOWN,-1,0
UNKNOWN,Approach,Red-eyed vireo,UNKNOWN,1500,0
UNKNOWN,nan,Gulls,UNKNOWN,-1,0
UNKNOWN,nan,Owls,UNKNOWN,-1,0
UNKNOWN,Approach,Ruby-crowned kinglet,UNKNOWN,-1,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - large,UNKNOWN,2000,0
UNKNOWN,nan,White ibis,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Take-off run,Killdeer,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,1
UNKNOWN,Parked,Rock pigeon,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,200,1
UNKNOWN,Approach,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,nan,Gulls,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - medium,UNKNOWN,500,0
UNKNOWN,En Route,Gulls,UNKNOWN,500,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,10,0
UNKNOWN,Approach,European starling,UNKNOWN,20,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,1000,0
UNKNOWN,Take-off run,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Northern pintail,UNKNOWN,5200,0
UNKNOWN,nan,Mottled duck,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Climb,Pacific golden-plover,UNKNOWN,50,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,1300,0
UNKNOWN,nan,Microbats,UNKNOWN,-1,0
UNKNOWN,Take-off run,Horned lark,UNKNOWN,0,0
UNKNOWN,Approach,American robin,UNKNOWN,-1,0
UNKNOWN,En Route,Bufflehead,UNKNOWN,1500,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,American coot,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - large,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2300,0
UNKNOWN,nan,Gulls,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2500,0
UNKNOWN,Landing Roll,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,500,1
UNKNOWN,nan,Wilson's warbler,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Peregrine falcon,UNKNOWN,-1,0
UNKNOWN,nan,White-throated sparrow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Killdeer,UNKNOWN,0,0
UNKNOWN,Take-off run,House finch,UNKNOWN,0,0
UNKNOWN,nan,American coot,UNKNOWN,400,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,100,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Turkey vulture,UNKNOWN,1000,1
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,6500,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Red bat,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,500,0
UNKNOWN,nan,Baird's sandpiper,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Wood warblers,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,nan,Pacific golden-plover,UNKNOWN,-1,0
UNKNOWN,Climb,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,Climb,European starling,UNKNOWN,50,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Doves,UNKNOWN,0,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,800,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Take-off run,Rock pigeon,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Herring gull,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Rock pigeon,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,400,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,Take-off run,American kestrel,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Meadowlarks,UNKNOWN,-1,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,2000,0
UNKNOWN,nan,Red-eyed vireo,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,600,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,2500,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Herring gull,UNKNOWN,-1,0
UNKNOWN,nan,Savannah sparrow,UNKNOWN,-1,0
UNKNOWN,nan,White-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Mourning dove,UNKNOWN,200,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,Landing Roll,Black-tailed jackrabbit,UNKNOWN,0,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Climb,European starling,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,3200,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,700,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Striped skunk,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Approach,Mallard,UNKNOWN,3000,1
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,0
UNKNOWN,Approach,Swainson's thrush,UNKNOWN,2600,0
UNKNOWN,Approach,Red-tailed hawk,UNKNOWN,1200,2
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Thrushes,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,1000,0
UNKNOWN,nan,Brewer's blackbird,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - large,UNKNOWN,1200,0
